p p_est sigG sigG_est N ld varyH
0.05 0.0497 0.001 0.001 1000000 0 0
0.05 0.0471 0.001 0.001 1000000 0 0
0.05 0.0489 0.001 0.001 1000000 0 0
0.05 0.0451 0.001 0.001 1000000 0 0
0.05 0.0481 0.001 0.001 1000000 0 0
0.05 0.0457 0.001 0.001 1000000 0 0
0.05 0.0475 0.001 0.001 1000000 0 0
0.05 0.0478 0.001 0.001 1000000 0 0
0.05 0.0497 0.001 0.001 1000000 0 0
0.05 0.0523 0.001 0.001 1000000 0 0
0.05 0.0499 0.001 0.001 1000000 0 0
0.05 0.0473 0.001 0.001 1000000 0 0
0.05 0.0461 0.001 0.001 1000000 0 0
0.05 0.0456 0.001 0.001 1000000 0 0
0.05 0.0513 0.001 0.001 1000000 0 0
0.05 0.0502 0.001 0.001 1000000 0 0
0.05 0.0499 0.001 0.001 1000000 0 0
0.05 0.0533 0.001 0.001 1000000 0 0
0.05 0.0526 0.001 0.001 1000000 0 0
0.05 0.0522 0.001 0.001 1000000 0 0
0.05 0.0518 0.001 0.001 1000000 0 0
0.05 0.0520 0.001 0.001 1000000 0 0
0.05 0.0540 0.001 0.001 1000000 0 0
0.05 0.0511 0.001 0.001 1000000 0 0
0.05 0.0488 0.001 0.001 1000000 0 0
0.05 0.0484 0.001 0.001 1000000 0 0
0.05 0.0512 0.001 0.001 1000000 0 0
0.05 0.0505 0.001 0.001 1000000 0 0
0.05 0.0501 0.001 0.001 1000000 0 0
0.05 0.0536 0.001 0.001 1000000 0 0
0.05 0.0471 0.001 0.001 1000000 0 0
0.05 0.0532 0.001 0.001 1000000 0 0
0.05 0.0486 0.001 0.001 1000000 0 0
0.05 0.0508 0.001 0.001 1000000 0 0
0.05 0.0543 0.001 0.001 1000000 0 0
0.05 0.0462 0.001 0.001 1000000 0 0
0.05 0.0472 0.001 0.001 1000000 0 0
0.05 0.0501 0.001 0.001 1000000 0 0
0.05 0.0534 0.001 0.001 1000000 0 0
0.05 0.0492 0.001 0.001 1000000 0 0
0.05 0.0463 0.001 0.001 1000000 0 0
0.05 0.0552 0.001 0.001 1000000 0 0
0.05 0.0523 0.001 0.001 1000000 0 0
0.05 0.0460 0.001 0.001 1000000 0 0
0.05 0.0469 0.001 0.001 1000000 0 0
0.05 0.0510 0.001 0.001 1000000 0 0
0.05 0.0497 0.001 0.001 1000000 0 0
0.05 0.0516 0.001 0.001 1000000 0 0
0.05 0.0486 0.001 0.001 1000000 0 0
0.05 0.0503 0.001 0.001 1000000 0 0
0.05 0.0442 0.001 0.001 1000000 0 0
0.05 0.0538 0.001 0.001 1000000 0 0
0.05 0.0504 0.001 0.001 1000000 0 0
0.05 0.0494 0.001 0.001 1000000 0 0
0.05 0.0509 0.001 0.001 1000000 0 0
0.05 0.0478 0.001 0.001 1000000 0 0
0.05 0.0459 0.001 0.001 1000000 0 0
0.05 0.0464 0.001 0.001 1000000 0 0
0.05 0.0467 0.001 0.001 1000000 0 0
0.05 0.0506 0.001 0.001 1000000 0 0
0.05 0.0500 0.001 0.001 1000000 0 0
0.05 0.0555 0.001 0.001 1000000 0 0
0.05 0.0495 0.001 0.001 1000000 0 0
0.05 0.0509 0.001 0.001 1000000 0 0
0.05 0.0535 0.001 0.001 1000000 0 0
0.05 0.0500 0.001 0.001 1000000 0 0
0.05 0.0487 0.001 0.001 1000000 0 0
0.05 0.0543 0.001 0.001 1000000 0 0
0.05 0.0540 0.001 0.001 1000000 0 0
0.05 0.0517 0.001 0.001 1000000 0 0
0.05 0.0482 0.001 0.001 1000000 0 0
0.05 0.0495 0.001 0.001 1000000 0 0
0.05 0.0529 0.001 0.001 1000000 0 0
0.05 0.0541 0.001 0.001 1000000 0 0
0.05 0.0478 0.001 0.001 1000000 0 0
0.05 0.0475 0.001 0.001 1000000 0 0
0.05 0.0498 0.001 0.001 1000000 0 0
0.05 0.0474 0.001 0.001 1000000 0 0
0.05 0.0551 0.001 0.001 1000000 0 0
0.05 0.0518 0.001 0.001 1000000 0 0
0.05 0.0475 0.001 0.001 1000000 0 0
0.05 0.0461 0.001 0.001 1000000 0 0
0.05 0.0479 0.001 0.001 1000000 0 0
0.05 0.0531 0.001 0.001 1000000 0 0
0.05 0.0497 0.001 0.001 1000000 0 0
0.05 0.0587 0.001 0.001 1000000 0 0
0.05 0.0506 0.001 0.001 1000000 0 0
0.05 0.0467 0.001 0.001 1000000 0 0
0.05 0.0504 0.001 0.001 1000000 0 0
0.05 0.0486 0.001 0.001 1000000 0 0
0.05 0.0485 0.001 0.001 1000000 0 0
0.05 0.0500 0.001 0.001 1000000 0 0
0.05 0.0484 0.001 0.001 1000000 0 0
0.05 0.0510 0.001 0.001 1000000 0 0
0.05 0.0520 0.001 0.001 1000000 0 0
0.005 0.0044 0.0001 0.0001 1000000 0 0
0.005 0.0042 0.0001 0.0001 1000000 0 0
0.005 0.0037 0.0001 0.0001 1000000 0 0
0.005 0.0064 0.0001 0.0001 1000000 0 0
0.005 0.0039 0.0001 0.0001 1000000 0 0
0.005 0.0055 0.0001 0.0001 1000000 0 0
0.005 0.0040 0.0001 0.0001 1000000 0 0
0.005 0.0043 0.0001 0.0001 1000000 0 0
0.005 0.0058 0.0001 0.0001 1000000 0 0
0.005 0.0061 0.0001 0.0001 1000000 0 0
0.005 0.0053 0.0001 0.0001 1000000 0 0
0.005 0.0052 0.0001 0.0001 1000000 0 0
0.005 0.0038 0.0001 0.0001 1000000 0 0
0.005 0.0062 0.0001 0.0001 1000000 0 0
0.005 0.0046 0.0001 0.0001 1000000 0 0
0.005 0.0067 0.0001 0.0001 1000000 0 0
0.005 0.0049 0.0001 0.0001 1000000 0 0
0.005 0.0043 0.0001 0.0001 1000000 0 0
0.005 0.0042 0.0001 0.0001 1000000 0 0
0.005 0.0061 0.0001 0.0001 1000000 0 0
0.005 0.0037 0.0001 0.0001 1000000 0 0
0.005 0.0053 0.0001 0.0001 1000000 0 0
0.005 0.0051 0.0001 0.0001 1000000 0 0
0.005 0.0033 0.0001 0.0001 1000000 0 0
0.005 0.0046 0.0001 0.0001 1000000 0 0
0.005 0.0057 0.0001 0.0001 1000000 0 0
0.005 0.0061 0.0001 0.0001 1000000 0 0
0.005 0.0066 0.0001 0.0001 1000000 0 0
0.005 0.0060 0.0001 0.0001 1000000 0 0
0.005 0.0047 0.0001 0.0001 1000000 0 0
0.005 0.0041 0.0001 0.0001 1000000 0 0
0.005 0.0057 0.0001 0.0001 1000000 0 0
0.005 0.0061 0.0001 0.0001 1000000 0 0
0.005 0.0035 0.0001 0.0001 1000000 0 0
0.005 0.0048 0.0001 0.0001 1000000 0 0
0.005 0.0052 0.0001 0.0001 1000000 0 0
0.005 0.0054 0.0001 0.0001 1000000 0 0
0.005 0.0049 0.0001 0.0001 1000000 0 0
0.005 0.0048 0.0001 0.0001 1000000 0 0
0.005 0.0052 0.0001 0.0001 1000000 0 0
0.005 0.0041 0.0001 0.0001 1000000 0 0
0.005 0.0045 0.0001 0.0001 1000000 0 0
0.005 0.0051 0.0001 0.0001 1000000 0 0
0.005 0.0051 0.0001 0.0001 1000000 0 0
0.005 0.0050 0.0001 0.0001 1000000 0 0
0.005 0.0049 0.0001 0.0001 1000000 0 0
0.005 0.0038 0.0001 0.0001 1000000 0 0
0.005 0.0043 0.0001 0.0001 1000000 0 0
0.005 0.0046 0.0001 0.0001 1000000 0 0
0.005 0.0037 0.0001 0.0001 1000000 0 0
0.005 0.0053 0.0001 0.0001 1000000 0 0
0.005 0.0037 0.0001 0.0001 1000000 0 0
0.005 0.0049 0.0001 0.0001 1000000 0 0
0.005 0.0035 0.0001 0.0001 1000000 0 0
0.005 0.0044 0.0001 0.0001 1000000 0 0
0.005 0.0047 0.0001 0.0001 1000000 0 0
0.005 0.0054 0.0001 0.0001 1000000 0 0
0.005 0.0054 0.0001 0.0001 1000000 0 0
0.005 0.0055 0.0001 0.0001 1000000 0 0
0.005 0.0046 0.0001 0.0001 1000000 0 0
0.005 0.0052 0.0001 0.0001 1000000 0 0
0.005 0.0046 0.0001 0.0001 1000000 0 0
0.005 0.0049 0.0001 0.0001 1000000 0 0
0.005 0.0060 0.0001 0.0001 1000000 0 0
0.005 0.0051 0.0001 0.0001 1000000 0 0
0.005 0.0039 0.0001 0.0001 1000000 0 0
0.005 0.0049 0.0001 0.0001 1000000 0 0
0.005 0.0050 0.0001 0.0001 1000000 0 0
0.005 0.0044 0.0001 0.0001 1000000 0 0
0.005 0.0059 0.0001 0.0001 1000000 0 0
0.005 0.0053 0.0001 0.0001 1000000 0 0
0.005 0.0044 0.0001 0.0001 1000000 0 0
0.005 0.0042 0.0001 0.0001 1000000 0 0
0.005 0.0044 0.0001 0.0001 1000000 0 0
0.005 0.0050 0.0001 0.0001 1000000 0 0
0.005 0.0058 0.0001 0.0001 1000000 0 0
0.005 0.0046 0.0001 0.0001 1000000 0 0
0.005 0.0067 0.0001 0.0001 1000000 0 0
0.005 0.0057 0.0001 0.0001 1000000 0 0
0.005 0.0045 0.0001 0.0001 1000000 0 0
0.005 0.0047 0.0001 0.0001 1000000 0 0
0.005 0.0054 0.0001 0.0001 1000000 0 0
0.005 0.0053 0.0001 0.0001 1000000 0 0
0.005 0.0054 0.0001 0.0001 1000000 0 0
0.005 0.0056 0.0001 0.0001 1000000 0 0
0.005 0.0060 0.0001 0.0001 1000000 0 0
0.005 0.0049 0.0001 0.0001 1000000 0 0
0.005 0.0055 0.0001 0.0001 1000000 0 0
0.005 0.0078 0.0001 0.0001 1000000 0 0
0.005 0.0036 0.0001 0.0001 1000000 0 0
0.005 0.0060 0.0001 0.0001 1000000 0 0
0.005 0.0038 0.0001 0.0001 1000000 0 0
0.005 0.0060 0.0001 0.0001 1000000 0 0
0.005 0.0049 0.0001 0.0001 1000000 0 0
0.005 0.0039 0.0001 0.0001 1000000 0 0
0.005 0.0047 0.0001 0.0001 1000000 0 0
0.005 0.0055 0.0001 0.0001 1000000 0 0
0.005 0.0072 0.0001 0.0001 1000000 0 0
0.005 0.0051 0.0001 0.0001 1000000 0 0
0.005 0.0059 0.0001 0.0001 1000000 0 0
0.01 0.0087 0.0001 0.0001 1000000 0 0
0.01 0.0086 0.0001 0.0001 1000000 0 0
0.01 0.0085 0.0001 0.0001 1000000 0 0
0.01 0.0120 0.0001 0.0001 1000000 0 0
0.01 0.0091 0.0001 0.0001 1000000 0 0
0.01 0.0112 0.0001 0.0001 1000000 0 0
0.01 0.0089 0.0001 0.0001 1000000 0 0
0.01 0.0098 0.0001 0.0001 1000000 0 0
0.01 0.0100 0.0001 0.0001 1000000 0 0
0.01 0.0108 0.0001 0.0001 1000000 0 0
0.01 0.0085 0.0001 0.0001 1000000 0 0
0.01 0.0099 0.0001 0.0001 1000000 0 0
0.01 0.0083 0.0001 0.0001 1000000 0 0
0.01 0.0121 0.0001 0.0001 1000000 0 0
0.01 0.0098 0.0001 0.0001 1000000 0 0
0.01 0.0118 0.0001 0.0001 1000000 0 0
0.01 0.0097 0.0001 0.0001 1000000 0 0
0.01 0.0081 0.0001 0.0001 1000000 0 0
0.01 0.0080 0.0001 0.0001 1000000 0 0
0.01 0.0097 0.0001 0.0001 1000000 0 0
0.01 0.0078 0.0001 0.0001 1000000 0 0
0.01 0.0109 0.0001 0.0001 1000000 0 0
0.01 0.0097 0.0001 0.0001 1000000 0 0
0.01 0.0087 0.0001 0.0001 1000000 0 0
0.01 0.0100 0.0001 0.0001 1000000 0 0
0.01 0.0100 0.0001 0.0001 1000000 0 0
0.01 0.0121 0.0001 0.0001 1000000 0 0
0.01 0.0127 0.0001 0.0001 1000000 0 0
0.01 0.0116 0.0001 0.0001 1000000 0 0
0.01 0.0099 0.0001 0.0001 1000000 0 0
0.01 0.0088 0.0001 0.0001 1000000 0 0
0.01 0.0104 0.0001 0.0001 1000000 0 0
0.01 0.0112 0.0001 0.0001 1000000 0 0
0.01 0.0096 0.0001 0.0001 1000000 0 0
0.01 0.0099 0.0001 0.0001 1000000 0 0
0.01 0.0090 0.0001 0.0001 1000000 0 0
0.01 0.0117 0.0001 0.0001 1000000 0 0
0.01 0.0106 0.0001 0.0001 1000000 0 0
0.01 0.0112 0.0001 0.0001 1000000 0 0
0.01 0.0091 0.0001 0.0001 1000000 0 0
0.01 0.0081 0.0001 0.0001 1000000 0 0
0.01 0.0085 0.0001 0.0001 1000000 0 0
0.01 0.0114 0.0001 0.0001 1000000 0 0
0.01 0.0086 0.0001 0.0001 1000000 0 0
0.01 0.0096 0.0001 0.0001 1000000 0 0
0.01 0.0112 0.0001 0.0001 1000000 0 0
0.01 0.0089 0.0001 0.0001 1000000 0 0
0.01 0.0083 0.0001 0.0001 1000000 0 0
0.01 0.0086 0.0001 0.0001 1000000 0 0
0.01 0.0065 0.0001 0.0001 1000000 0 0
0.01 0.0121 0.0001 0.0001 1000000 0 0
0.01 0.0087 0.0001 0.0001 1000000 0 0
0.01 0.0104 0.0001 0.0001 1000000 0 0
0.01 0.0078 0.0001 0.0001 1000000 0 0
0.01 0.0093 0.0001 0.0001 1000000 0 0
0.01 0.0107 0.0001 0.0001 1000000 0 0
0.01 0.0105 0.0001 0.0001 1000000 0 0
0.01 0.0110 0.0001 0.0001 1000000 0 0
0.01 0.0112 0.0001 0.0001 1000000 0 0
0.01 0.0099 0.0001 0.0001 1000000 0 0
0.01 0.0082 0.0001 0.0001 1000000 0 0
0.01 0.0090 0.0001 0.0001 1000000 0 0
0.01 0.0103 0.0001 0.0001 1000000 0 0
0.01 0.0116 0.0001 0.0001 1000000 0 0
0.01 0.0091 0.0001 0.0001 1000000 0 0
0.01 0.0079 0.0001 0.0001 1000000 0 0
0.01 0.0108 0.0001 0.0001 1000000 0 0
0.01 0.0108 0.0001 0.0001 1000000 0 0
0.01 0.0085 0.0001 0.0001 1000000 0 0
0.01 0.0104 0.0001 0.0001 1000000 0 0
0.01 0.0108 0.0001 0.0001 1000000 0 0
0.01 0.0094 0.0001 0.0001 1000000 0 0
0.01 0.0099 0.0001 0.0001 1000000 0 0
0.01 0.0089 0.0001 0.0001 1000000 0 0
0.01 0.0098 0.0001 0.0001 1000000 0 0
0.01 0.0096 0.0001 0.0001 1000000 0 0
0.01 0.0096 0.0001 0.0001 1000000 0 0
0.01 0.0123 0.0001 0.0001 1000000 0 0
0.01 0.0104 0.0001 0.0001 1000000 0 0
0.01 0.0095 0.0001 0.0001 1000000 0 0
0.01 0.0091 0.0001 0.0001 1000000 0 0
0.01 0.0115 0.0001 0.0001 1000000 0 0
0.01 0.0098 0.0001 0.0001 1000000 0 0
0.01 0.0115 0.0001 0.0001 1000000 0 0
0.01 0.0119 0.0001 0.0001 1000000 0 0
0.01 0.0111 0.0001 0.0001 1000000 0 0
0.01 0.0104 0.0001 0.0001 1000000 0 0
0.01 0.0094 0.0001 0.0001 1000000 0 0
0.01 0.0126 0.0001 0.0001 1000000 0 0
0.01 0.0100 0.0001 0.0001 1000000 0 0
0.01 0.0125 0.0001 0.0001 1000000 0 0
0.01 0.0099 0.0001 0.0001 1000000 0 0
0.01 0.0098 0.0001 0.0001 1000000 0 0
0.01 0.0093 0.0001 0.0001 1000000 0 0
0.01 0.0092 0.0001 0.0001 1000000 0 0
0.01 0.0108 0.0001 0.0001 1000000 0 0
0.01 0.0100 0.0001 0.0001 1000000 0 0
0.01 0.0122 0.0001 0.0001 1000000 0 0
0.01 0.0111 0.0001 0.0001 1000000 0 0
0.01 0.0118 0.0001 0.0001 1000000 0 0
0.05 0.0470 0.0001 0.0001 1000000 0 0
0.05 0.0510 0.0001 0.0001 1000000 0 0
0.05 0.0496 0.0001 0.0001 1000000 0 0
0.05 0.0550 0.0001 0.0001 1000000 0 0
0.05 0.0516 0.0001 0.0001 1000000 0 0
0.05 0.0516 0.0001 0.0001 1000000 0 0
0.05 0.0474 0.0001 0.0001 1000000 0 0
0.05 0.0491 0.0001 0.0001 1000000 0 0
0.05 0.0465 0.0001 0.0001 1000000 0 0
0.05 0.0469 0.0001 0.0001 1000000 0 0
0.05 0.0455 0.0001 0.0001 1000000 0 0
0.05 0.0474 0.0001 0.0001 1000000 0 0
0.05 0.0447 0.0001 0.0001 1000000 0 0
0.05 0.0483 0.0001 0.0001 1000000 0 0
0.05 0.0532 0.0001 0.0001 1000000 0 0
0.05 0.0505 0.0001 0.0001 1000000 0 0
0.05 0.0483 0.0001 0.0001 1000000 0 0
0.05 0.0455 0.0001 0.0001 1000000 0 0
0.05 0.0453 0.0001 0.0001 1000000 0 0
0.05 0.0513 0.0001 0.0001 1000000 0 0
0.05 0.0488 0.0001 0.0001 1000000 0 0
0.05 0.0512 0.0001 0.0001 1000000 0 0
0.05 0.0540 0.0001 0.0001 1000000 0 0
0.05 0.0535 0.0001 0.0001 1000000 0 0
0.05 0.0524 0.0001 0.0001 1000000 0 0
0.05 0.0508 0.0001 0.0001 1000000 0 0
0.05 0.0519 0.0001 0.0001 1000000 0 0
0.05 0.0534 0.0001 0.0001 1000000 0 0
0.05 0.0495 0.0001 0.0001 1000000 0 0
0.05 0.0502 0.0001 0.0001 1000000 0 0
0.05 0.0495 0.0001 0.0001 1000000 0 0
0.05 0.0523 0.0001 0.0001 1000000 0 0
0.05 0.0485 0.0001 0.0001 1000000 0 0
0.05 0.0500 0.0001 0.0001 1000000 0 0
0.05 0.0527 0.0001 0.0001 1000000 0 0
0.05 0.0477 0.0001 0.0001 1000000 0 0
0.05 0.0534 0.0001 0.0001 1000000 0 0
0.05 0.0495 0.0001 0.0001 1000000 0 0
0.05 0.0506 0.0001 0.0001 1000000 0 0
0.05 0.0555 0.0001 0.0001 1000000 0 0
0.05 0.0490 0.0001 0.0001 1000000 0 0
0.05 0.0471 0.0001 0.0001 1000000 0 0
0.05 0.0519 0.0001 0.0001 1000000 0 0
0.05 0.0529 0.0001 0.0001 1000000 0 0
0.05 0.0494 0.0001 0.0001 1000000 0 0
0.05 0.0462 0.0001 0.0001 1000000 0 0
0.05 0.0539 0.0001 0.0001 1000000 0 0
0.05 0.0522 0.0001 0.0001 1000000 0 0
0.05 0.0465 0.0001 0.0001 1000000 0 0
0.05 0.0447 0.0001 0.0001 1000000 0 0
0.05 0.0499 0.0001 0.0001 1000000 0 0
0.05 0.0509 0.0001 0.0001 1000000 0 0
0.05 0.0543 0.0001 0.0001 1000000 0 0
0.05 0.0477 0.0001 0.0001 1000000 0 0
0.05 0.0496 0.0001 0.0001 1000000 0 0
0.05 0.0450 0.0001 0.0001 1000000 0 0
0.05 0.0536 0.0001 0.0001 1000000 0 0
0.05 0.0492 0.0001 0.0001 1000000 0 0
0.05 0.0497 0.0001 0.0001 1000000 0 0
0.05 0.0512 0.0001 0.0001 1000000 0 0
0.05 0.0479 0.0001 0.0001 1000000 0 0
0.05 0.0468 0.0001 0.0001 1000000 0 0
0.05 0.0480 0.0001 0.0001 1000000 0 0
0.05 0.0467 0.0001 0.0001 1000000 0 0
0.05 0.0496 0.0001 0.0001 1000000 0 0
0.05 0.0495 0.0001 0.0001 1000000 0 0
0.05 0.0542 0.0001 0.0001 1000000 0 0
0.05 0.0488 0.0001 0.0001 1000000 0 0
0.05 0.0516 0.0001 0.0001 1000000 0 0
0.05 0.0530 0.0001 0.0001 1000000 0 0
0.05 0.0492 0.0001 0.0001 1000000 0 0
0.05 0.0484 0.0001 0.0001 1000000 0 0
0.05 0.0528 0.0001 0.0001 1000000 0 0
0.05 0.0525 0.0001 0.0001 1000000 0 0
0.05 0.0514 0.0001 0.0001 1000000 0 0
0.05 0.0475 0.0001 0.0001 1000000 0 0
0.05 0.0503 0.0001 0.0001 1000000 0 0
0.05 0.0525 0.0001 0.0001 1000000 0 0
0.05 0.0539 0.0001 0.0001 1000000 0 0
0.05 0.0491 0.0001 0.0001 1000000 0 0
0.05 0.0473 0.0001 0.0001 1000000 0 0
0.05 0.0485 0.0001 0.0001 1000000 0 0
0.05 0.0486 0.0001 0.0001 1000000 0 0
0.05 0.0545 0.0001 0.0001 1000000 0 0
0.05 0.0518 0.0001 0.0001 1000000 0 0
0.05 0.0478 0.0001 0.0001 1000000 0 0
0.05 0.0453 0.0001 0.0001 1000000 0 0
0.05 0.0490 0.0001 0.0001 1000000 0 0
0.05 0.0534 0.0001 0.0001 1000000 0 0
0.05 0.0507 0.0001 0.0001 1000000 0 0
0.05 0.0590 0.0001 0.0001 1000000 0 0
0.05 0.0514 0.0001 0.0001 1000000 0 0
0.05 0.0466 0.0001 0.0001 1000000 0 0
0.05 0.0498 0.0001 0.0001 1000000 0 0
0.05 0.0470 0.0001 0.0001 1000000 0 0
0.05 0.0500 0.0001 0.0001 1000000 0 0
0.05 0.0488 0.0001 0.0001 1000000 0 0
0.05 0.0491 0.0001 0.0001 1000000 0 0
0.05 0.0511 0.0001 0.0001 1000000 0 0
0.05 0.0517 0.0001 0.0001 1000000 0 0
0.005 0.0049 1e-05 1e-05 1000000 0 0
0.005 0.0038 1e-05 1e-05 1000000 0 0
0.005 0.0034 1e-05 1e-05 1000000 0 0
0.005 0.0063 1e-05 1e-05 1000000 0 0
0.005 0.0056 1e-05 1e-05 1000000 0 0
0.005 0.0061 1e-05 1e-05 1000000 0 0
0.005 0.0033 1e-05 1e-05 1000000 0 0
0.005 0.0032 1e-05 1e-05 1000000 0 0
0.005 0.0050 1e-05 1e-05 1000000 0 0
0.005 0.0053 1e-05 1e-05 1000000 0 0
0.005 0.0068 1e-05 1e-05 1000000 0 0
0.005 0.0039 1e-05 1e-05 1000000 0 0
0.005 0.0040 1e-05 1e-05 1000000 0 0
0.005 0.0068 1e-05 1e-05 1000000 0 0
0.005 0.0044 1e-05 1e-05 1000000 0 0
0.005 0.0059 1e-05 1e-05 1000000 0 0
0.005 0.0048 1e-05 1e-05 1000000 0 0
0.005 0.0035 1e-05 1e-05 1000000 0 0
0.005 0.0034 1e-05 1e-05 1000000 0 0
0.005 0.0062 1e-05 1e-05 1000000 0 0
0.005 0.0038 1e-05 1e-05 1000000 0 0
0.005 0.0063 1e-05 1e-05 1000000 0 0
0.005 0.0066 1e-05 1e-05 1000000 0 0
0.005 0.0039 1e-05 1e-05 1000000 0 0
0.005 0.0062 1e-05 1e-05 1000000 0 0
0.005 0.0060 1e-05 1e-05 1000000 0 0
0.005 0.0073 1e-05 1e-05 1000000 0 0
0.005 0.0057 1e-05 1e-05 1000000 0 0
0.005 0.0058 1e-05 1e-05 1000000 0 0
0.005 0.0053 1e-05 1e-05 1000000 0 0
0.005 0.0041 1e-05 1e-05 1000000 0 0
0.005 0.0046 1e-05 1e-05 1000000 0 0
0.005 0.0064 1e-05 1e-05 1000000 0 0
0.005 0.0031 1e-05 1e-05 1000000 0 0
0.005 0.0050 1e-05 1e-05 1000000 0 0
0.005 0.0040 1e-05 1e-05 1000000 0 0
0.005 0.0061 1e-05 1e-05 1000000 0 0
0.005 0.0047 1e-05 1e-05 1000000 0 0
0.005 0.0048 1e-05 1e-05 1000000 0 0
0.005 0.0055 1e-05 1e-05 1000000 0 0
0.005 0.0023 1e-05 1e-05 1000000 0 0
0.005 0.0043 1e-05 1e-05 1000000 0 0
0.005 0.0049 1e-05 1e-05 1000000 0 0
0.005 0.0042 1e-05 1e-05 1000000 0 0
0.005 0.0030 1e-05 1e-05 1000000 0 0
0.005 0.0053 1e-05 1e-05 1000000 0 0
0.005 0.0037 1e-05 1e-05 1000000 0 0
0.005 0.0044 1e-05 1e-05 1000000 0 0
0.005 0.0047 1e-05 1e-05 1000000 0 0
0.005 0.0034 1e-05 1e-05 1000000 0 0
0.005 0.0062 1e-05 1e-05 1000000 0 0
0.005 0.0030 1e-05 1e-05 1000000 0 0
0.005 0.0064 1e-05 1e-05 1000000 0 0
0.005 0.0018 1e-05 1e-05 1000000 0 0
0.005 0.0032 1e-05 1e-05 1000000 0 0
0.005 0.0032 1e-05 1e-05 1000000 0 0
0.005 0.0061 1e-05 1e-05 1000000 0 0
0.005 0.0069 1e-05 1e-05 1000000 0 0
0.005 0.0056 1e-05 1e-05 1000000 0 0
0.005 0.0044 1e-05 1e-05 1000000 0 0
0.005 0.0052 1e-05 1e-05 1000000 0 0
0.005 0.0034 1e-05 1e-05 1000000 0 0
0.005 0.0021 1e-05 1e-05 1000000 0 0
0.005 0.0047 1e-05 1e-05 1000000 0 0
0.005 0.0061 1e-05 1e-05 1000000 0 0
0.005 0.0027 1e-05 1e-05 1000000 0 0
0.005 0.0037 1e-05 1e-05 1000000 0 0
0.005 0.0060 1e-05 1e-05 1000000 0 0
0.005 0.0041 1e-05 1e-05 1000000 0 0
0.005 0.0075 1e-05 1e-05 1000000 0 0
0.005 0.0034 1e-05 1e-05 1000000 0 0
0.005 0.0059 1e-05 1e-05 1000000 0 0
0.005 0.0041 1e-05 1e-05 1000000 0 0
0.005 0.0041 1e-05 1e-05 1000000 0 0
0.005 0.0029 1e-05 1e-05 1000000 0 0
0.005 0.0049 1e-05 1e-05 1000000 0 0
0.005 0.0029 1e-05 1e-05 1000000 0 0
0.005 0.0074 1e-05 1e-05 1000000 0 0
0.005 0.0049 1e-05 1e-05 1000000 0 0
0.005 0.0042 1e-05 1e-05 1000000 0 0
0.005 0.0053 1e-05 1e-05 1000000 0 0
0.005 0.0058 1e-05 1e-05 1000000 0 0
0.005 0.0056 1e-05 1e-05 1000000 0 0
0.005 0.0056 1e-05 1e-05 1000000 0 0
0.005 0.0051 1e-05 1e-05 1000000 0 0
0.005 0.0062 1e-05 1e-05 1000000 0 0
0.005 0.0060 1e-05 1e-05 1000000 0 0
0.005 0.0040 1e-05 1e-05 1000000 0 0
0.005 0.0097 1e-05 1e-05 1000000 0 0
0.005 0.0038 1e-05 1e-05 1000000 0 0
0.005 0.0052 1e-05 1e-05 1000000 0 0
0.005 0.0043 1e-05 1e-05 1000000 0 0
0.005 0.0067 1e-05 1e-05 1000000 0 0
0.005 0.0052 1e-05 1e-05 1000000 0 0
0.005 0.0034 1e-05 1e-05 1000000 0 0
0.005 0.0048 1e-05 1e-05 1000000 0 0
0.005 0.0042 1e-05 1e-05 1000000 0 0
0.005 0.0057 1e-05 1e-05 1000000 0 0
0.005 0.0044 1e-05 1e-05 1000000 0 0
0.005 0.0051 1e-05 1e-05 1000000 0 0
0.01 0.0088 1e-05 1e-05 1000000 0 0
0.01 0.0088 1e-05 1e-05 1000000 0 0
0.01 0.0077 1e-05 1e-05 1000000 0 0
0.01 0.0117 1e-05 1e-05 1000000 0 0
0.01 0.0117 1e-05 1e-05 1000000 0 0
0.01 0.0122 1e-05 1e-05 1000000 0 0
0.01 0.0071 1e-05 1e-05 1000000 0 0
0.01 0.0090 1e-05 1e-05 1000000 0 0
0.01 0.0096 1e-05 1e-05 1000000 0 0
0.01 0.0105 1e-05 1e-05 1000000 0 0
0.01 0.0103 1e-05 1e-05 1000000 0 0
0.01 0.0100 1e-05 1e-05 1000000 0 0
0.01 0.0084 1e-05 1e-05 1000000 0 0
0.01 0.0120 1e-05 1e-05 1000000 0 0
0.01 0.0105 1e-05 1e-05 1000000 0 0
0.01 0.0112 1e-05 1e-05 1000000 0 0
0.01 0.0098 1e-05 1e-05 1000000 0 0
0.01 0.0063 1e-05 1e-05 1000000 0 0
0.01 0.0072 1e-05 1e-05 1000000 0 0
0.01 0.0101 1e-05 1e-05 1000000 0 0
0.01 0.0072 1e-05 1e-05 1000000 0 0
0.01 0.0123 1e-05 1e-05 1000000 0 0
0.01 0.0110 1e-05 1e-05 1000000 0 0
0.01 0.0083 1e-05 1e-05 1000000 0 0
0.01 0.0101 1e-05 1e-05 1000000 0 0
0.01 0.0091 1e-05 1e-05 1000000 0 0
0.01 0.0126 1e-05 1e-05 1000000 0 0
0.01 0.0134 1e-05 1e-05 1000000 0 0
0.01 0.0104 1e-05 1e-05 1000000 0 0
