p p_est sigG sigG_est N ld varyH
0.05 0.0429 0.0001 0.0001 100000 0 0
0.05 0.0460 0.0001 0.0001 100000 0 0
0.05 0.0432 0.0001 0.0001 100000 0 0
0.05 0.0469 0.0001 0.0001 100000 0 0
0.05 0.0553 0.0001 0.0001 100000 0 0
0.05 0.0510 0.0001 0.0001 100000 0 0
0.05 0.0510 0.0001 0.0001 100000 0 0
0.05 0.0529 0.0001 0.0001 100000 0 0
0.05 0.0547 0.0001 0.0001 100000 0 0
0.05 0.0512 0.0001 0.0001 100000 0 0
0.05 0.0498 0.0001 0.0001 100000 0 0
0.05 0.0525 0.0001 0.0001 100000 0 0
0.05 0.0519 0.0001 0.0001 100000 0 0
0.05 0.0526 0.0001 0.0001 100000 0 0
0.05 0.0449 0.0001 0.0001 100000 0 0
0.05 0.0450 0.0001 0.0001 100000 0 0
0.05 0.0555 0.0001 0.0001 100000 0 0
0.05 0.0555 0.0001 0.0001 100000 0 0
0.05 0.0549 0.0001 0.0001 100000 0 0
0.05 0.0529 0.0001 0.0001 100000 0 0
0.05 0.0474 0.0001 0.0001 100000 0 0
0.05 0.0452 0.0001 0.0001 100000 0 0
0.05 0.0475 0.0001 0.0001 100000 0 0
0.05 0.0497 0.0001 0.0001 100000 0 0
0.05 0.0526 0.0001 0.0001 100000 0 0
0.05 0.0471 0.0001 0.0001 100000 0 0
0.05 0.0417 0.0001 0.0001 100000 0 0
0.05 0.0496 0.0001 0.0001 100000 0 0
0.05 0.0509 0.0001 0.0001 100000 0 0
0.05 0.0526 0.0001 0.0001 100000 0 0
0.05 0.0604 0.0001 0.0001 100000 0 0
0.05 0.0493 0.0001 0.0001 100000 0 0
0.05 0.0473 0.0001 0.0001 100000 0 0
0.05 0.0456 0.0001 0.0001 100000 0 0
0.05 0.0465 0.0001 0.0001 100000 0 0
0.05 0.0499 0.0001 0.0001 100000 0 0
0.05 0.0494 0.0001 0.0001 100000 0 0
0.05 0.0486 0.0001 0.0001 100000 0 0
0.05 0.0486 0.0001 0.0001 100000 0 0
0.05 0.0549 0.0001 0.0001 100000 0 0
0.005 0.0014 1e-05 1e-05 100000 0 0
0.005 0.0019 1e-05 1e-05 100000 0 0
0.005 0.0002 1e-05 1e-05 100000 0 0
0.005 0.0008 1e-05 1e-05 100000 0 0
0.005 0.0049 1e-05 1e-05 100000 0 0
0.005 0.0010 1e-05 1e-05 100000 0 0
0.005 0.0023 1e-05 1e-05 100000 0 0
0.005 0.0071 1e-05 1e-05 100000 0 0
0.005 0.0003 1e-05 1e-05 100000 0 0
0.005 0.0049 1e-05 1e-05 100000 0 0
0.005 0.0070 1e-05 1e-05 100000 0 0
0.005 0.0001 1e-05 1e-05 100000 0 0
0.005 0.0004 1e-05 1e-05 100000 0 0
0.005 0.0047 1e-05 1e-05 100000 0 0
0.005 0.0002 1e-05 1e-05 100000 0 0
0.005 0.0020 1e-05 1e-05 100000 0 0
0.005 0.0044 1e-05 1e-05 100000 0 0
0.005 0.0022 1e-05 1e-05 100000 0 0
0.005 0.0009 1e-05 1e-05 100000 0 0
0.005 0.0010 1e-05 1e-05 100000 0 0
0.005 0.0007 1e-05 1e-05 100000 0 0
0.005 0.0167 1e-05 1e-05 100000 0 0
0.005 0.0064 1e-05 1e-05 100000 0 0
0.005 0.0060 1e-05 1e-05 100000 0 0
0.005 0.0013 1e-05 1e-05 100000 0 0
0.005 0.0032 1e-05 1e-05 100000 0 0
0.005 0.0003 1e-05 1e-05 100000 0 0
0.005 0.0063 1e-05 1e-05 100000 0 0
0.005 0.0002 1e-05 1e-05 100000 0 0
0.005 0.0005 1e-05 1e-05 100000 0 0
0.005 0.0001 1e-05 1e-05 100000 0 0
0.005 0.0013 1e-05 1e-05 100000 0 0
0.005 0.0061 1e-05 1e-05 100000 0 0
0.005 0.0004 1e-05 1e-05 100000 0 0
0.005 0.0025 1e-05 1e-05 100000 0 0
0.005 0.0001 1e-05 1e-05 100000 0 0
0.005 0.0001 1e-05 1e-05 100000 0 0
0.005 0.0163 1e-05 1e-05 100000 0 0
0.005 0.0003 1e-05 1e-05 100000 0 0
0.005 0.0057 1e-05 1e-05 100000 0 0
0.005 0.0026 1e-05 1e-05 100000 0 0
0.005 0.0005 1e-05 1e-05 100000 0 0
0.005 0.0008 1e-05 1e-05 100000 0 0
0.005 0.0024 1e-05 1e-05 100000 0 0
0.005 0.0041 1e-05 1e-05 100000 0 0
0.005 0.0014 1e-05 1e-05 100000 0 0
0.005 0.0121 1e-05 1e-05 100000 0 0
0.005 0.0000 1e-05 1e-05 100000 0 0
0.005 0.0012 1e-05 1e-05 100000 0 0
0.005 0.0041 1e-05 1e-05 100000 0 0
0.005 0.0017 1e-05 1e-05 100000 0 0
0.005 0.0009 1e-05 1e-05 100000 0 0
0.005 0.0004 1e-05 1e-05 100000 0 0
0.005 0.0029 1e-05 1e-05 100000 0 0
0.005 0.0015 1e-05 1e-05 100000 0 0
0.005 0.0008 1e-05 1e-05 100000 0 0
0.005 0.0142 1e-05 1e-05 100000 0 0
0.005 0.0166 1e-05 1e-05 100000 0 0
0.005 0.0122 1e-05 1e-05 100000 0 0
0.005 0.0007 1e-05 1e-05 100000 0 0
0.005 0.0099 1e-05 1e-05 100000 0 0
0.005 0.0024 1e-05 1e-05 100000 0 0
0.005 0.0001 1e-05 1e-05 100000 0 0
0.005 0.0001 1e-05 1e-05 100000 0 0
0.005 0.0146 1e-05 1e-05 100000 0 0
0.005 0.0003 1e-05 1e-05 100000 0 0
0.005 0.0025 1e-05 1e-05 100000 0 0
0.005 0.0038 1e-05 1e-05 100000 0 0
0.005 0.0044 1e-05 1e-05 100000 0 0
0.005 0.0020 1e-05 1e-05 100000 0 0
0.005 0.0008 1e-05 1e-05 100000 0 0
0.005 0.0040 1e-05 1e-05 100000 0 0
0.005 0.0050 1e-05 1e-05 100000 0 0
0.005 0.0011 1e-05 1e-05 100000 0 0
0.005 0.0007 1e-05 1e-05 100000 0 0
0.005 0.0002 1e-05 1e-05 100000 0 0
0.005 0.0414 1e-05 1e-05 100000 0 0
0.005 0.0003 1e-05 1e-05 100000 0 0
0.005 0.0005 1e-05 1e-05 100000 0 0
0.005 0.0021 1e-05 1e-05 100000 0 0
0.005 0.0054 1e-05 1e-05 100000 0 0
0.005 0.0012 1e-05 1e-05 100000 0 0
0.005 0.0003 1e-05 1e-05 100000 0 0
0.005 0.0008 1e-05 1e-05 100000 0 0
0.005 0.0070 1e-05 1e-05 100000 0 0
0.005 0.0028 1e-05 1e-05 100000 0 0
0.005 0.0006 1e-05 1e-05 100000 0 0
0.005 0.0001 1e-05 1e-05 100000 0 0
0.005 0.0018 1e-05 1e-05 100000 0 0
0.005 0.0008 1e-05 1e-05 100000 0 0
0.005 0.0035 1e-05 1e-05 100000 0 0
0.005 0.0007 1e-05 1e-05 100000 0 0
0.005 0.0002 1e-05 1e-05 100000 0 0
0.005 0.0023 1e-05 1e-05 100000 0 0
0.005 0.0002 1e-05 1e-05 100000 0 0
0.005 0.0097 1e-05 1e-05 100000 0 0
0.005 0.0011 1e-05 1e-05 100000 0 0
0.005 0.0005 1e-05 1e-05 100000 0 0
0.005 0.0054 1e-05 1e-05 100000 0 0
0.005 0.0004 1e-05 1e-05 100000 0 0
0.01 0.0010 1e-05 1e-05 100000 0 0
0.01 0.0001 1e-05 1e-05 100000 0 0
0.01 0.0188 1e-05 1e-05 100000 0 0
0.01 0.0049 1e-05 1e-05 100000 0 0
0.01 0.0049 1e-05 1e-05 100000 0 0
0.01 0.0008 1e-05 1e-05 100000 0 0
0.01 0.0067 1e-05 1e-05 100000 0 0
0.01 0.0020 1e-05 1e-05 100000 0 0
0.01 0.0039 1e-05 1e-05 100000 0 0
0.01 0.0059 1e-05 1e-05 100000 0 0
0.01 0.0073 1e-05 1e-05 100000 0 0
0.01 0.0003 1e-05 1e-05 100000 0 0
0.01 0.0001 1e-05 1e-05 100000 0 0
0.01 0.0109 1e-05 1e-05 100000 0 0
0.01 0.0124 1e-05 1e-05 100000 0 0
0.01 0.0002 1e-05 1e-05 100000 0 0
0.01 0.0027 1e-05 1e-05 100000 0 0
0.01 0.0002 1e-05 1e-05 100000 0 0
0.01 0.0035 1e-05 1e-05 100000 0 0
0.01 0.0006 1e-05 1e-05 100000 0 0
0.01 0.0003 1e-05 1e-05 100000 0 0
0.01 0.0084 1e-05 1e-05 100000 0 0
0.01 0.0026 1e-05 1e-05 100000 0 0
0.01 0.0071 1e-05 1e-05 100000 0 0
0.01 0.0029 1e-05 1e-05 100000 0 0
0.01 0.0084 1e-05 1e-05 100000 0 0
0.01 0.0029 1e-05 1e-05 100000 0 0
0.01 0.0225 1e-05 1e-05 100000 0 0
0.01 0.0005 1e-05 1e-05 100000 0 0
0.01 0.0006 1e-05 1e-05 100000 0 0
0.01 0.0001 1e-05 1e-05 100000 0 0
0.01 0.0003 1e-05 1e-05 100000 0 0
0.01 0.0068 1e-05 1e-05 100000 0 0
0.01 0.0004 1e-05 1e-05 100000 0 0
0.01 0.0063 1e-05 1e-05 100000 0 0
0.01 0.0002 1e-05 1e-05 100000 0 0
0.01 0.0100 1e-05 1e-05 100000 0 0
0.01 0.0061 1e-05 1e-05 100000 0 0
0.01 0.0013 1e-05 1e-05 100000 0 0
0.01 0.0166 1e-05 1e-05 100000 0 0
0.01 0.0008 1e-05 1e-05 100000 0 0
0.01 0.0004 1e-05 1e-05 100000 0 0
0.01 0.0007 1e-05 1e-05 100000 0 0
0.01 0.0009 1e-05 1e-05 100000 0 0
0.01 0.0014 1e-05 1e-05 100000 0 0
0.01 0.0047 1e-05 1e-05 100000 0 0
0.01 0.0033 1e-05 1e-05 100000 0 0
0.01 0.0000 1e-05 1e-05 100000 0 0
0.01 0.0343 1e-05 1e-05 100000 0 0
0.01 0.0060 1e-05 1e-05 100000 0 0
0.01 0.0002 1e-05 1e-05 100000 0 0
0.01 0.0016 1e-05 1e-05 100000 0 0
0.01 0.0010 1e-05 1e-05 100000 0 0
0.01 0.0001 1e-05 1e-05 100000 0 0
0.01 0.0012 1e-05 1e-05 100000 0 0
0.01 0.0006 1e-05 1e-05 100000 0 0
0.01 0.0152 1e-05 1e-05 100000 0 0
0.01 0.0158 1e-05 1e-05 100000 0 0
0.01 0.0089 1e-05 1e-05 100000 0 0
0.01 0.0005 1e-05 1e-05 100000 0 0
0.01 0.0027 1e-05 1e-05 100000 0 0
0.01 0.0006 1e-05 1e-05 100000 0 0
0.01 0.0001 1e-05 1e-05 100000 0 0
0.01 0.0001 1e-05 1e-05 100000 0 0
0.01 0.0030 1e-05 1e-05 100000 0 0
0.01 0.0054 1e-05 1e-05 100000 0 0
0.01 0.0017 1e-05 1e-05 100000 0 0
0.01 0.0018 1e-05 1e-05 100000 0 0
0.01 0.0019 1e-05 1e-05 100000 0 0
0.01 0.0135 1e-05 1e-05 100000 0 0
0.01 0.0021 1e-05 1e-05 100000 0 0
0.01 0.0267 1e-05 1e-05 100000 0 0
0.01 0.0003 1e-05 1e-05 100000 0 0
0.01 0.0033 1e-05 1e-05 100000 0 0
0.01 0.0008 1e-05 1e-05 100000 0 0
0.01 0.0003 1e-05 1e-05 100000 0 0
0.01 0.0217 1e-05 1e-05 100000 0 0
0.01 0.0003 1e-05 1e-05 100000 0 0
0.01 0.0010 1e-05 1e-05 100000 0 0
0.01 0.0016 1e-05 1e-05 100000 0 0
0.01 0.0030 1e-05 1e-05 100000 0 0
0.01 0.0014 1e-05 1e-05 100000 0 0
0.01 0.0004 1e-05 1e-05 100000 0 0
0.01 0.0020 1e-05 1e-05 100000 0 0
0.01 0.0135 1e-05 1e-05 100000 0 0
0.01 0.0029 1e-05 1e-05 100000 0 0
0.01 0.0006 1e-05 1e-05 100000 0 0
0.01 0.0104 1e-05 1e-05 100000 0 0
0.01 0.0117 1e-05 1e-05 100000 0 0
0.01 0.0003 1e-05 1e-05 100000 0 0
0.01 0.0221 1e-05 1e-05 100000 0 0
0.01 0.0005 1e-05 1e-05 100000 0 0
0.01 0.0054 1e-05 1e-05 100000 0 0
0.01 0.0017 1e-05 1e-05 100000 0 0
0.01 0.0002 1e-05 1e-05 100000 0 0
0.01 0.0056 1e-05 1e-05 100000 0 0
0.01 0.0007 1e-05 1e-05 100000 0 0
0.01 0.0030 1e-05 1e-05 100000 0 0
0.01 0.0016 1e-05 1e-05 100000 0 0
0.01 0.0004 1e-05 1e-05 100000 0 0
0.05 0.0005 1e-05 1e-05 100000 0 0
0.05 0.0002 1e-05 1e-05 100000 0 0
0.05 0.0002 1e-05 1e-05 100000 0 0
0.05 0.0145 1e-05 1e-05 100000 0 0
0.05 0.0049 1e-05 1e-05 100000 0 0
0.05 0.0003 1e-05 1e-05 100000 0 0
0.05 0.0392 1e-05 1e-05 100000 0 0
0.05 0.0336 1e-05 1e-05 100000 0 0
0.05 0.0001 1e-05 1e-05 100000 0 0
0.05 0.0096 1e-05 1e-05 100000 0 0
0.05 0.0051 1e-05 1e-05 100000 0 0
0.05 0.0001 1e-05 1e-05 100000 0 0
0.05 0.0232 1e-05 1e-05 100000 0 0
0.05 0.0218 1e-05 1e-05 100000 0 0
0.05 0.0472 1e-05 1e-05 100000 0 0
0.05 0.0029 1e-05 1e-05 100000 0 0
0.05 0.0224 1e-05 1e-05 100000 0 0
0.05 0.0382 1e-05 1e-05 100000 0 0
0.05 0.0256 1e-05 1e-05 100000 0 0
0.05 0.0259 1e-05 1e-05 100000 0 0
0.05 0.0011 1e-05 1e-05 100000 0 0
0.05 0.0035 1e-05 1e-05 100000 0 0
0.05 0.0225 1e-05 1e-05 100000 0 0
0.05 0.0515 1e-05 1e-05 100000 0 0
0.05 0.0217 1e-05 1e-05 100000 0 0
0.05 0.0267 1e-05 1e-05 100000 0 0
0.05 0.0276 1e-05 1e-05 100000 0 0
0.05 0.0658 1e-05 1e-05 100000 0 0
0.05 0.0394 1e-05 1e-05 100000 0 0
0.05 0.0151 1e-05 1e-05 100000 0 0
0.05 0.0012 1e-05 1e-05 100000 0 0
0.05 0.0046 1e-05 1e-05 100000 0 0
0.05 0.0008 1e-05 1e-05 100000 0 0
0.05 0.0112 1e-05 1e-05 100000 0 0
0.05 0.0025 1e-05 1e-05 100000 0 0
0.05 0.0273 1e-05 1e-05 100000 0 0
0.05 0.0224 1e-05 1e-05 100000 0 0
0.05 0.0505 1e-05 1e-05 100000 0 0
0.05 0.0452 1e-05 1e-05 100000 0 0
0.05 0.0314 1e-05 1e-05 100000 0 0
0.05 0.0187 1e-05 1e-05 100000 0 0
0.05 0.0006 1e-05 1e-05 100000 0 0
0.05 0.0185 1e-05 1e-05 100000 0 0
0.05 0.0289 1e-05 1e-05 100000 0 0
0.05 0.0086 1e-05 1e-05 100000 0 0
0.05 0.0391 1e-05 1e-05 100000 0 0
0.05 0.0409 1e-05 1e-05 100000 0 0
0.05 0.0003 1e-05 1e-05 100000 0 0
0.05 0.0562 1e-05 1e-05 100000 0 0
0.05 0.0003 1e-05 1e-05 100000 0 0
0.05 0.0524 1e-05 1e-05 100000 0 0
0.05 0.0289 1e-05 1e-05 100000 0 0
0.05 0.0373 1e-05 1e-05 100000 0 0
0.05 0.0008 1e-05 1e-05 100000 0 0
0.05 0.0287 1e-05 1e-05 100000 0 0
0.05 0.0010 1e-05 1e-05 100000 0 0
0.05 0.0499 1e-05 1e-05 100000 0 0
0.05 0.0227 1e-05 1e-05 100000 0 0
0.05 0.0167 1e-05 1e-05 100000 0 0
0.05 0.0007 1e-05 1e-05 100000 0 0
0.05 0.0146 1e-05 1e-05 100000 0 0
0.05 0.0013 1e-05 1e-05 100000 0 0
0.05 0.0001 1e-05 1e-05 100000 0 0
0.05 0.0378 1e-05 1e-05 100000 0 0
0.05 0.0319 1e-05 1e-05 100000 0 0
0.05 0.0040 1e-05 1e-05 100000 0 0
0.05 0.0158 1e-05 1e-05 100000 0 0
0.05 0.0481 1e-05 1e-05 100000 0 0
0.05 0.0405 1e-05 1e-05 100000 0 0
0.05 0.0277 1e-05 1e-05 100000 0 0
0.05 0.0125 1e-05 1e-05 100000 0 0
0.05 0.0574 1e-05 1e-05 100000 0 0
0.05 0.0233 1e-05 1e-05 100000 0 0
0.05 0.0011 1e-05 1e-05 100000 0 0
0.05 0.0203 1e-05 1e-05 100000 0 0
0.05 0.0018 1e-05 1e-05 100000 0 0
0.05 0.0921 1e-05 1e-05 100000 0 0
0.05 0.0159 1e-05 1e-05 100000 0 0
0.05 0.0463 1e-05 1e-05 100000 0 0
0.05 0.0077 1e-05 1e-05 100000 0 0
0.05 0.0186 1e-05 1e-05 100000 0 0
0.05 0.0086 1e-05 1e-05 100000 0 0
0.05 0.0006 1e-05 1e-05 100000 0 0
0.05 0.0178 1e-05 1e-05 100000 0 0
0.05 0.0255 1e-05 1e-05 100000 0 0
0.05 0.0577 1e-05 1e-05 100000 0 0
0.05 0.0054 1e-05 1e-05 100000 0 0
0.05 0.0217 1e-05 1e-05 100000 0 0
0.05 0.0253 1e-05 1e-05 100000 0 0
0.05 0.0046 1e-05 1e-05 100000 0 0
0.05 0.0276 1e-05 1e-05 100000 0 0
0.05 0.0088 1e-05 1e-05 100000 0 0
0.05 0.0371 1e-05 1e-05 100000 0 0
0.05 0.0002 1e-05 1e-05 100000 0 0
0.05 0.0073 1e-05 1e-05 100000 0 0
0.05 0.0122 1e-05 1e-05 100000 0 0
0.05 0.0004 1e-05 1e-05 100000 0 0
0.05 0.0008 1e-05 1e-05 100000 0 0
0.05 0.0167 1e-05 1e-05 100000 0 0
0.05 0.0002 1e-05 1e-05 100000 0 0
0.005 0.0050 0.001 0.001 1000000 0 0
0.005 0.0041 0.001 0.001 1000000 0 0
0.005 0.0041 0.001 0.001 1000000 0 0
0.005 0.0058 0.001 0.001 1000000 0 0
0.005 0.0036 0.001 0.001 1000000 0 0
0.005 0.0058 0.001 0.001 1000000 0 0
0.005 0.0042 0.001 0.001 1000000 0 0
0.005 0.0040 0.001 0.001 1000000 0 0
0.005 0.0054 0.001 0.001 1000000 0 0
0.005 0.0056 0.001 0.001 1000000 0 0
0.005 0.0053 0.001 0.001 1000000 0 0
0.005 0.0054 0.001 0.001 1000000 0 0
0.005 0.0041 0.001 0.001 1000000 0 0
0.005 0.0069 0.001 0.001 1000000 0 0
0.005 0.0046 0.001 0.001 1000000 0 0
0.005 0.0065 0.001 0.001 1000000 0 0
0.005 0.0047 0.001 0.001 1000000 0 0
0.005 0.0047 0.001 0.001 1000000 0 0
0.005 0.0047 0.001 0.001 1000000 0 0
0.005 0.0061 0.001 0.001 1000000 0 0
0.005 0.0048 0.001 0.001 1000000 0 0
0.005 0.0056 0.001 0.001 1000000 0 0
0.005 0.0047 0.001 0.001 1000000 0 0
0.005 0.0038 0.001 0.001 1000000 0 0
0.005 0.0046 0.001 0.001 1000000 0 0
0.005 0.0059 0.001 0.001 1000000 0 0
0.005 0.0060 0.001 0.001 1000000 0 0
0.005 0.0067 0.001 0.001 1000000 0 0
0.005 0.0055 0.001 0.001 1000000 0 0
0.005 0.0049 0.001 0.001 1000000 0 0
0.005 0.0040 0.001 0.001 1000000 0 0
0.005 0.0059 0.001 0.001 1000000 0 0
0.005 0.0055 0.001 0.001 1000000 0 0
0.005 0.0037 0.001 0.001 1000000 0 0
0.005 0.0051 0.001 0.001 1000000 0 0
0.005 0.0046 0.001 0.001 1000000 0 0
0.005 0.0054 0.001 0.001 1000000 0 0
0.005 0.0049 0.001 0.001 1000000 0 0
0.005 0.0048 0.001 0.001 1000000 0 0
0.005 0.0056 0.001 0.001 1000000 0 0
0.005 0.0050 0.001 0.001 1000000 0 0
0.005 0.0045 0.001 0.001 1000000 0 0
0.005 0.0048 0.001 0.001 1000000 0 0
0.005 0.0055 0.001 0.001 1000000 0 0
0.005 0.0050 0.001 0.001 1000000 0 0
0.005 0.0049 0.001 0.001 1000000 0 0
0.005 0.0039 0.001 0.001 1000000 0 0
0.005 0.0044 0.001 0.001 1000000 0 0
0.005 0.0041 0.001 0.001 1000000 0 0
0.005 0.0037 0.001 0.001 1000000 0 0
0.005 0.0054 0.001 0.001 1000000 0 0
0.005 0.0041 0.001 0.001 1000000 0 0
0.005 0.0044 0.001 0.001 1000000 0 0
0.005 0.0038 0.001 0.001 1000000 0 0
0.005 0.0045 0.001 0.001 1000000 0 0
0.005 0.0040 0.001 0.001 1000000 0 0
0.005 0.0063 0.001 0.001 1000000 0 0
0.005 0.0054 0.001 0.001 1000000 0 0
0.005 0.0051 0.001 0.001 1000000 0 0
0.005 0.0045 0.001 0.001 1000000 0 0
0.005 0.0049 0.001 0.001 1000000 0 0
0.005 0.0050 0.001 0.001 1000000 0 0
0.005 0.0051 0.001 0.001 1000000 0 0
0.005 0.0057 0.001 0.001 1000000 0 0
0.005 0.0050 0.001 0.001 1000000 0 0
0.005 0.0044 0.001 0.001 1000000 0 0
0.005 0.0052 0.001 0.001 1000000 0 0
0.005 0.0047 0.001 0.001 1000000 0 0
0.005 0.0045 0.001 0.001 1000000 0 0
0.005 0.0061 0.001 0.001 1000000 0 0
0.005 0.0053 0.001 0.001 1000000 0 0
0.005 0.0041 0.001 0.001 1000000 0 0
0.005 0.0042 0.001 0.001 1000000 0 0
0.005 0.0046 0.001 0.001 1000000 0 0
0.005 0.0058 0.001 0.001 1000000 0 0
0.005 0.0054 0.001 0.001 1000000 0 0
0.005 0.0047 0.001 0.001 1000000 0 0
0.005 0.0064 0.001 0.001 1000000 0 0
0.005 0.0055 0.001 0.001 1000000 0 0
0.005 0.0049 0.001 0.001 1000000 0 0
0.005 0.0047 0.001 0.001 1000000 0 0
0.005 0.0062 0.001 0.001 1000000 0 0
0.005 0.0051 0.001 0.001 1000000 0 0
0.005 0.0051 0.001 0.001 1000000 0 0
0.005 0.0055 0.001 0.001 1000000 0 0
0.005 0.0057 0.001 0.001 1000000 0 0
0.005 0.0048 0.001 0.001 1000000 0 0
0.005 0.0049 0.001 0.001 1000000 0 0
0.005 0.0073 0.001 0.001 1000000 0 0
0.005 0.0044 0.001 0.001 1000000 0 0
0.005 0.0058 0.001 0.001 1000000 0 0
0.005 0.0038 0.001 0.001 1000000 0 0
0.005 0.0053 0.001 0.001 1000000 0 0
0.005 0.0049 0.001 0.001 1000000 0 0
0.005 0.0041 0.001 0.001 1000000 0 0
0.005 0.0047 0.001 0.001 1000000 0 0
0.005 0.0053 0.001 0.001 1000000 0 0
0.005 0.0072 0.001 0.001 1000000 0 0
0.005 0.0060 0.001 0.001 1000000 0 0
0.005 0.0053 0.001 0.001 1000000 0 0
0.01 0.0092 0.001 0.001 1000000 0 0
0.01 0.0094 0.001 0.001 1000000 0 0
0.01 0.0086 0.001 0.001 1000000 0 0
0.01 0.0110 0.001 0.001 1000000 0 0
0.01 0.0090 0.001 0.001 1000000 0 0
0.01 0.0109 0.001 0.001 1000000 0 0
0.01 0.0084 0.001 0.001 1000000 0 0
0.01 0.0092 0.001 0.001 1000000 0 0
0.01 0.0092 0.001 0.001 1000000 0 0
0.01 0.0107 0.001 0.001 1000000 0 0
0.01 0.0088 0.001 0.001 1000000 0 0
0.01 0.0100 0.001 0.001 1000000 0 0
0.01 0.0091 0.001 0.001 1000000 0 0
0.01 0.0130 0.001 0.001 1000000 0 0
0.01 0.0094 0.001 0.001 1000000 0 0
0.01 0.0118 0.001 0.001 1000000 0 0
0.01 0.0092 0.001 0.001 1000000 0 0
0.01 0.0086 0.001 0.001 1000000 0 0
0.01 0.0091 0.001 0.001 1000000 0 0
0.01 0.0098 0.001 0.001 1000000 0 0
0.01 0.0093 0.001 0.001 1000000 0 0
0.01 0.0111 0.001 0.001 1000000 0 0
0.01 0.0092 0.001 0.001 1000000 0 0
0.01 0.0086 0.001 0.001 1000000 0 0
0.01 0.0096 0.001 0.001 1000000 0 0
0.01 0.0105 0.001 0.001 1000000 0 0
0.01 0.0116 0.001 0.001 1000000 0 0
0.01 0.0122 0.001 0.001 1000000 0 0
0.01 0.0115 0.001 0.001 1000000 0 0
0.01 0.0093 0.001 0.001 1000000 0 0
0.01 0.0089 0.001 0.001 1000000 0 0
0.01 0.0102 0.001 0.001 1000000 0 0
0.01 0.0108 0.001 0.001 1000000 0 0
0.01 0.0091 0.001 0.001 1000000 0 0
0.01 0.0109 0.001 0.001 1000000 0 0
0.01 0.0085 0.001 0.001 1000000 0 0
0.01 0.0114 0.001 0.001 1000000 0 0
0.01 0.0102 0.001 0.001 1000000 0 0
0.01 0.0106 0.001 0.001 1000000 0 0
0.01 0.0095 0.001 0.001 1000000 0 0
0.01 0.0084 0.001 0.001 1000000 0 0
0.01 0.0085 0.001 0.001 1000000 0 0
0.01 0.0110 0.001 0.001 1000000 0 0
0.01 0.0091 0.001 0.001 1000000 0 0
0.01 0.0096 0.001 0.001 1000000 0 0
0.01 0.0116 0.001 0.001 1000000 0 0
0.01 0.0089 0.001 0.001 1000000 0 0
0.01 0.0079 0.001 0.001 1000000 0 0
0.01 0.0088 0.001 0.001 1000000 0 0
0.01 0.0067 0.001 0.001 1000000 0 0
0.01 0.0126 0.001 0.001 1000000 0 0
0.01 0.0092 0.001 0.001 1000000 0 0
0.01 0.0092 0.001 0.001 1000000 0 0
0.01 0.0083 0.001 0.001 1000000 0 0
0.01 0.0091 0.001 0.001 1000000 0 0
0.01 0.0094 0.001 0.001 1000000 0 0
0.01 0.0116 0.001 0.001 1000000 0 0
0.01 0.0112 0.001 0.001 1000000 0 0
0.01 0.0109 0.001 0.001 1000000 0 0
0.01 0.0099 0.001 0.001 1000000 0 0
0.01 0.0084 0.001 0.001 1000000 0 0
0.01 0.0094 0.001 0.001 1000000 0 0
0.01 0.0104 0.001 0.001 1000000 0 0
0.01 0.0113 0.001 0.001 1000000 0 0
0.01 0.0094 0.001 0.001 1000000 0 0
0.01 0.0085 0.001 0.001 1000000 0 0
0.01 0.0115 0.001 0.001 1000000 0 0
0.01 0.0103 0.001 0.001 1000000 0 0
0.01 0.0096 0.001 0.001 1000000 0 0
0.01 0.0106 0.001 0.001 1000000 0 0
0.01 0.0104 0.001 0.001 1000000 0 0
0.01 0.0092 0.001 0.001 1000000 0 0
0.01 0.0100 0.001 0.001 1000000 0 0
0.01 0.0102 0.001 0.001 1000000 0 0
0.01 0.0096 0.001 0.001 1000000 0 0
0.01 0.0099 0.001 0.001 1000000 0 0
0.01 0.0090 0.001 0.001 1000000 0 0
0.01 0.0123 0.001 0.001 1000000 0 0
0.01 0.0100 0.001 0.001 1000000 0 0
0.01 0.0094 0.001 0.001 1000000 0 0
0.01 0.0087 0.001 0.001 1000000 0 0
0.01 0.0117 0.001 0.001 1000000 0 0
0.01 0.0089 0.001 0.001 1000000 0 0
0.01 0.0104 0.001 0.001 1000000 0 0
0.01 0.0112 0.001 0.001 1000000 0 0
0.01 0.0107 0.001 0.001 1000000 0 0
0.01 0.0106 0.001 0.001 1000000 0 0
0.01 0.0088 0.001 0.001 1000000 0 0
0.01 0.0124 0.001 0.001 1000000 0 0
0.01 0.0104 0.001 0.001 1000000 0 0
0.01 0.0116 0.001 0.001 1000000 0 0
0.01 0.0098 0.001 0.001 1000000 0 0
0.01 0.0092 0.001 0.001 1000000 0 0
0.01 0.0094 0.001 0.001 1000000 0 0
0.01 0.0090 0.001 0.001 1000000 0 0
0.01 0.0103 0.001 0.001 1000000 0 0
0.01 0.0100 0.001 0.001 1000000 0 0
0.01 0.0119 0.001 0.001 1000000 0 0
0.01 0.0114 0.001 0.001 1000000 0 0
0.01 0.0113 0.001 0.001 1000000 0 0
0.05 0.0456 0.001 0.001 1000000 0 0
0.05 0.0523 0.001 0.001 1000000 0 0
0.05 0.0496 0.001 0.001 1000000 0 0
0.05 0.0535 0.001 0.001 1000000 0 0
0.05 0.0524 0.001 0.001 1000000 0 0
